"seq_tr","change","position","mean_probability","sem_upper","sem_lower"
6,5,3,5.32737660509793,6.40473986677332,4.25001334342253
7,5,3,9.38619492077562,11.0180314019455,7.75435843960577
8,5,3,12.1027489423773,13.9237371232245,10.28176076153
9,5,3,11.5023864420845,13.1735872426129,9.83118564155608
10,5,3,10.6587191217667,12.4267499711141,8.89068827241945
11,5,3,10.4737721119874,12.3908214115252,8.55672281244954
12,5,3,10.9055132275281,12.8550507458605,8.95597570919564
13,5,3,11.9218099592395,13.4435545709625,10.4000653475164
1,4,2,10.2935588227232,11.9722426884774,8.61487495696898
2,4,2,12.8750395531566,14.6237362901577,11.1263428161556
3,4,2,21.5945935238841,23.7445363921616,19.4446506556066
4,4,2,35.2504450623026,38.315279302326,32.1856108222792
5,4,2,48.0221192614151,51.0822904990857,44.9619480237445
6,4,2,38.6602328564173,42.0573988129395,35.2630668998951
7,4,2,18.3824992024031,21.0077948559132,15.757203548893
8,4,2,11.0765369004256,12.8730744582237,9.27999934262741
9,4,2,7.84967693920085,9.35922535442386,6.34012852397784
10,4,2,9.63486421373698,11.4504312390732,7.81929718840072
11,4,2,7.25929508133397,8.95883078593626,5.55975937673169
12,4,2,8.07905064467762,9.57397508137241,6.58412620798283
13,4,2,9.71749658785388,11.4416427072414,7.9933504684664
1,9,2,15.0342754293056,16.9696156808545,13.0989351777566
2,9,2,10.4159345726118,12.3919180046002,8.43995114062328
3,9,2,11.6629048376319,13.8009029409558,9.52490673430803
4,9,2,19.3280283299326,21.8662752967125,16.7897813631527
5,9,2,26.6333797537797,29.4767902126039,23.7899692949555
6,9,2,21.994706544356,24.9335047629721,19.0559083257399
7,9,2,17.9615065243161,20.2838033500315,15.6392096986008
8,9,2,14.3284116495565,16.2440436468772,12.4127796522358
9,9,2,9.11556765373979,10.7109871467011,7.52014816077843
10,9,2,10.2690739835115,11.999628045045,8.53851992197795
11,9,2,9.94773801803871,11.4219507104108,8.47352532566658
12,9,2,9.55640258794023,11.3189920538997,7.79381312198079
13,9,2,7.66226388949874,8.99373015703894,6.33079762195854
1,7,4,10.4937873923707,11.8623451067881,9.12522967795318
2,7,4,12.5819393964657,14.757532701357,10.4063460915744
3,7,4,10.0204105953423,12.1803321735948,7.86048901708983
4,7,4,5.06665582363077,6.37403937888894,3.7592722683726
5,7,4,3.49363279155951,4.52486129568599,2.46240428743302
6,7,4,5.80954876872779,7.07791461352464,4.54118292393094
7,7,4,7.50432328679303,8.92186408266249,6.08678249092356
8,7,4,9.4669631396976,11.5727790495933,7.36114722980194
9,7,4,13.1019602269935,15.054550694987,11.149369759
10,7,4,8.74208071408136,10.2747330559436,7.20942837221915
11,7,4,11.4487948193554,13.4923973344048,9.405192304306
12,7,4,11.5734281890311,13.5827122272358,9.56414415082632
13,7,4,10.2005357120002,12.006696134845,8.39437528915529
1,3,4,12.8525541908624,14.6086183940822,11.0964899876425
2,3,4,8.93045748166106,10.4959840697423,7.36493089357984
3,3,4,7.92083551288273,9.54301569249781,6.29865533326766
4,3,4,5.32081109727392,6.41199966853898,4.22962252600887
5,3,4,3.69817448001055,4.52089670657268,2.87545225344842
6,3,4,7.88955737625116,9.05240077075004,6.72671398175228
7,3,4,11.2462328695481,12.7664837834256,9.7259819556707
8,3,4,15.6524142594806,17.7020969270713,13.6027315918898
9,3,4,9.93163463072869,11.3584852986562,8.50478396280113
