"seq_tr","change","position","mean_probability","sem_upper","sem_lower"
10,3,4,8.05616261922706,9.48231810294705,6.63000713550708
11,3,4,10.2706012046804,11.7738411844734,8.76736122488731
12,3,4,11.3154932219898,12.802102845619,9.82888359836055
13,3,4,11.3799600635008,12.8443670612668,9.91555306573482
1,2,4,13.7311258942331,15.7826512196054,11.6796005688608
2,2,4,11.2868793246949,12.9814116392032,9.5923470101866
3,2,4,9.50398777111251,11.6350096994028,7.37296584282226
4,2,4,5.70194041739102,7.43115154365084,3.9727292911312
5,2,4,3.99535889240412,4.86614048980604,3.1245772950022
6,2,4,6.91395894090219,8.30436458211553,5.52355329968885
7,2,4,8.82030002736987,10.5456159406342,7.09498411410557
8,2,4,12.6700603160451,14.6347697633157,10.7053508687745
9,2,4,12.9229446024864,14.6552807261796,11.1906084787931
10,2,4,13.2065177588097,15.3239493430913,11.0890861745281
11,2,4,12.7468301024293,14.6543703511806,10.8392898536779
12,2,4,11.3175140746222,13.540485643389,9.09454250585546
13,2,4,8.6673438885909,9.94311830937976,7.39156946780203
1,2,3,13.0527281826712,15.2129216051676,10.8925347601749
2,2,3,12.5179291911886,14.0553885745361,10.9804698078412
3,2,3,11.8908651437963,14.7103411150099,9.07138917258282
4,2,3,7.66688418443858,9.6990401606484,5.63472820822876
5,2,3,3.63304748173622,4.71240572862239,2.55368923485005
6,2,3,6.16982475895897,7.3960255223463,4.94362399557163
7,2,3,9.00279936589665,10.4822682991431,7.52333043265022
8,2,3,12.5095758219069,14.0713401658564,10.9478114779575
9,2,3,12.2225564871899,13.7376907851873,10.7074221891924
10,2,3,13.5729904124795,15.3048597734591,11.8411210514999
11,2,3,12.7081821178623,14.2795928852889,11.1367713504357
12,2,3,11.611805340045,13.4835993306464,9.74001134944357
13,2,3,11.5570138735069,13.2209785688539,9.89304917815986
1,3,2,10.0574832336447,11.7748084972071,8.34015797008241
2,3,2,9.50997037288525,10.8723970711594,8.14754367461112
3,3,2,25.2172920124996,27.3215499021851,23.1130341228142
4,3,2,42.8120359734587,46.0029796085347,39.6210923383827
5,3,2,47.7158122158118,51.4681293093502,43.9634951222733
6,3,2,39.2538282856894,42.7729444096744,35.7347121617043
7,3,2,17.7599474509629,20.0970725546149,15.4228223473109
8,3,2,10.8399636857498,12.8155990110099,8.86432836048972
9,3,2,9.30470901311316,10.804268584036,7.80514944219029
10,3,2,9.7361122716515,11.6556870746739,7.8165374686291
11,3,2,9.7430537796571,11.4881316068621,7.9979759524521
12,3,2,7.41341406988601,8.95270967047532,5.87411846929671
13,3,2,5.92211740170012,6.99567632014608,4.84855848325415
1,6,3,10.3954138524916,11.9680239853176,8.82280371966558
2,6,3,11.6746185802949,13.8703470708006,9.47889008978917
3,6,3,9.40919178757281,10.7541421048823,8.06424147026328
4,6,3,7.96376828773181,9.65628894329054,6.27124763217307
5,6,3,3.4089452487525,4.20845542320479,2.6094350743002
6,6,3,5.72630716755174,6.90732621428041,4.54528812082307
7,6,3,9.00420945602382,10.6283626048077,7.3800563072399
8,6,3,13.3556343554573,15.4094957558573,11.3017729550574
9,6,3,12.6977103903266,14.5962065506946,10.7992142299585
10,6,3,14.8333177607661,17.3797099662167,12.2869255553154
11,6,3,11.4153954834559,13.2094249141801,9.62136605273161
12,6,3,10.1007318973913,11.4350885045408,8.76637529024183
13,6,3,10.6572016758771,12.2842451820615,9.03015816969278
1,8,2,12.5750416682079,14.945661518808,10.2044218176078
2,8,2,13.1319888310325,15.1945233327827,11.0694543292822
3,8,2,14.9538976368675,16.7877467982538,13.1200484754812
4,8,2,21.7425215985341,24.0678826179317,19.4171605791364
5,8,2,33.1382325137589,35.9843163245404,30.2921487029774
6,8,2,28.6687283196365,31.7043642413731,25.6330923979
7,8,2,19.6541453360479,22.0108140945499,17.297476577546
8,8,2,13.9004788110747,15.8937544219701,11.9072032001792
9,8,2,10.264307112456,11.9505527660047,8.5780614589074
10,8,2,12.6053990806316,14.3987097274846,10.8120884337785
11,8,2,12.4512015885726,14.5615725444855,10.3408306326597
12,8,2,9.62184861704575,11.0684407896235,8.17525644446802
13,8,2,11.0402125656426,12.7461729252281,9.33425220605709
1,4,5,9.8912691063655,11.5660087577993,8.21652945493172
2,4,5,10.2132782295962,11.9937657672849,8.43279069190748
3,4,5,7.69214462756286,9.20109411519232,6.18319513993339
4,4,5,3.61429986100123,4.44117506601271,2.78742465598976
5,4,5,2.55723219113554,3.19900621324909,1.91545816902199
6,4,5,5.08668905381125,6.27241725526809,3.90096085235441
7,4,5,9.32858882310604,11.159537708959,7.49763993725303
8,4,5,14.911497588757,17.0334315126569,12.7895636648572
9,4,5,14.2235469112614,16.4144386406952,12.0326551818276
10,4,5,16.034715876032,17.9694290807771,14.100002671287
11,4,5,10.2905208829891,12.1307446789385,8.45029708703964
12,4,5,10.6295966686794,12.4641483422301,8.79504499512861
13,4,5,12.3645919023725,14.6756493222117,10.0535344825333
1,16,3,10.7857776899556,12.5211097098133,9.05044567009778
2,16,3,11.2503524373683,13.3769208828333,9.12378399190328
3,16,3,12.0290321803017,13.7282869345607,10.3297774260426
4,16,3,7.19055191005304,8.71207038308015,5.66903343702592
5,16,3,5.2547860916173,6.35832347759048,4.15124870564412
6,16,3,4.77964549920854,6.08913768161972,3.47015331679737
7,16,3,5.05438516323573,6.25601155867862,3.85275876779284
8,16,3,10.4040449761346,11.8601051022878,8.94798484998132
9,16,3,11.2541105370021,12.9725871206016,9.53563395340262
10,16,3,11.880524454431,13.8707626818872,9.89028622697484
11,16,3,9.82896443621406,11.5001642388631,8.15776463356503
12,16,3,11.4173592439782,13.763237320756,9.07148116720041
13,16,3,12.94326859272,14.7949630046174,11.0915741808226
1,9,5,12.7263467309017,14.6334120991211,10.8192813626822
2,9,5,11.9448204226499,14.0816141928695,9.8080266524302
3,9,5,7.78012298574926,9.1206137085282,6.43963226297032
4,9,5,7.02997137137105,8.6331095086976,5.4268332340445
5,9,5,5.44874276655761,6.84201791823293,4.05546761488229
6,9,5,7.98327505966335,9.81510888866081,6.1514412306659
7,9,5,8.24273181904895,9.67856965591465,6.80689398218324
8,9,5,10.8388063584374,12.5773758169538,9.10023689992108
9,9,5,12.9609360888589,14.9212495296198,11.000622648098
10,9,5,12.3280265396474,14.0599884535693,10.5960646257255
11,9,5,11.337881230789,13.4676448883773,9.20811757320066
12,9,5,13.9520427154347,15.8510845207256,12.0530009101437
13,9,5,12.8778344554967,14.6568596363066,11.0988092746868
1,9,4,10.0579777060833,11.8602195037817,8.25573590838486
2,9,4,11.5166293029995,13.1838766977833,9.84938190821577
3,9,4,9.80311835723498,11.4110327953583,8.19520391911165
4,9,4,6.57735845704086,8.09232630570755,5.06239060837417
5,9,4,2.85834124093069,3.63518571535999,2.0814967665014
6,9,4,5.1731674758798,6.35501818780203,3.99131676395758
7,9,4,8.87292171691125,10.5136615437006,7.23218189012192
8,9,4,11.0599351575021,12.713325342467,9.40654497253713
9,9,4,10.9703071252046,12.9142678333535,9.02634641705565
10,9,4,10.6551636032149,12.6174010477649,8.6929261586649
11,9,4,11.942242678136,14.0764045912024,9.80808076506968
12,9,4,13.6389450424863,16.331724316833,10.9461657681397
13,9,4,11.4958900486592,13.320645813634,9.67113428368434
