"id","interference","event","probability"
"sub-26","backward","1",38.1683019724419
"sub-26","backward","2",8.24008753421954
"sub-26","backward","none",6.18760898178194
"sub-27","forward","1",13.7560351364479
"sub-27","forward","2",35.6932526503475
"sub-27","forward","none",3.14711014614888
"sub-27","backward","1",19.3887910121584
"sub-27","backward","2",17.8009689730683
"sub-27","backward","none",4.78435823000737
"sub-28","forward","1",28.7787609761256
"sub-28","forward","2",31.8658150350515
"sub-28","forward","none",9.03927904568079
"sub-28","backward","1",44.0548260666934
"sub-28","backward","2",18.0109556523333
"sub-28","backward","none",7.04482588861564
"sub-29","forward","1",12.2905262762103
"sub-29","forward","2",29.9918698361887
"sub-29","forward","none",7.84673122855995
"sub-29","backward","1",26.0247940518842
"sub-29","backward","2",12.6224297700375
"sub-29","backward","none",9.09146577696252
"sub-30","forward","1",13.1422383160433
"sub-30","forward","2",19.2931700103834
"sub-30","forward","none",10.6601123199102
"sub-30","backward","1",36.5460208601482
"sub-30","backward","2",12.8422433005235
"sub-30","backward","none",3.19514178947101
"sub-32","forward","1",24.1330176091647
"sub-32","forward","2",25.4907385400018
"sub-32","forward","none",10.4062033017548
"sub-32","backward","1",18.3038824609665
"sub-32","backward","2",8.36560246285143
"sub-32","backward","none",11.111053456733
"sub-33","forward","1",23.5899150392191
"sub-33","forward","2",34.7441890850176
"sub-33","forward","none",6.97421557538219
"sub-33","backward","1",38.4353245390156
"sub-33","backward","2",28.6739870212686
"sub-33","backward","none",4.54455545616383
"sub-34","forward","1",17.4404408490254
"sub-34","forward","2",31.8220064411377
"sub-34","forward","none",13.9290227693835
"sub-34","backward","1",28.414831364826
"sub-34","backward","2",16.1216068573716
"sub-34","backward","none",12.6700279462729
"sub-35","forward","1",21.4024250212845
"sub-35","forward","2",31.1326254853037
"sub-35","forward","none",10.916529505427
"sub-35","backward","1",32.3521184683506
"sub-35","backward","2",18.4722872376668
"sub-35","backward","none",7.84541904487401
"sub-36","forward","1",6.96264984502334
"sub-36","forward","2",41.7578808288787
"sub-36","forward","none",5.84435396866359
"sub-36","backward","1",29.3994420672775
"sub-36","backward","2",9.48775662904736
"sub-36","backward","none",5.3977587077343
"sub-38","forward","1",14.2779857934291
"sub-38","forward","2",25.361873498993
"sub-38","forward","none",5.56249594343281
"sub-38","backward","1",22.1092209206537
"sub-38","backward","2",15.9711120730565
"sub-38","backward","none",5.38805721742214
"sub-39","forward","1",7.91528543844453
"sub-39","forward","2",28.8888286811046
"sub-39","forward","none",4.39762729938996
"sub-39","backward","1",24.0801930889866
"sub-39","backward","2",20.379156806289
"sub-39","backward","none",5.17791614725951
