"id","seq_tr","class","stim","mean_prob","current_stim"
"sub-03",1,"house","chair",22.5272122222859,0
"sub-03",2,"house","chair",24.9176706410975,0
"sub-03",3,"house","chair",26.2033644550646,0
"sub-03",4,"house","chair",22.6826944941282,0
"sub-03",5,"house","chair",18.0403992811955,0
"sub-03",6,"house","chair",22.7810899371311,0
"sub-03",7,"house","chair",32.7517983074262,0
"sub-03",1,"house","shoe",21.7150758346499,0
"sub-03",2,"house","shoe",26.9893313509073,0
"sub-03",3,"house","shoe",26.0924913473508,0
"sub-03",4,"house","shoe",31.7748669952307,0
"sub-03",5,"house","shoe",23.1062158475484,0
"sub-03",6,"house","shoe",21.9822552696195,0
"sub-03",7,"house","shoe",23.5983072509318,0
"sub-03",1,"shoe","cat",23.2768679275988,0
"sub-03",2,"shoe","cat",23.1258953925137,0
"sub-03",3,"shoe","cat",21.8452602572806,0
"sub-03",4,"shoe","cat",24.945813581839,0
"sub-03",5,"shoe","cat",27.2048567651292,0
"sub-03",6,"shoe","cat",26.3680079271186,0
"sub-03",7,"shoe","cat",29.479121909465,0
"sub-03",1,"shoe","face",24.0841998093226,0
"sub-03",2,"shoe","face",24.9037563745287,0
"sub-03",3,"shoe","face",30.9492771209628,0
"sub-03",4,"shoe","face",26.3407736915475,0
"sub-03",5,"shoe","face",17.9361168113311,0
"sub-03",6,"shoe","face",26.968362571251,0
"sub-03",7,"shoe","face",23.6555610071185,0
"sub-03",1,"shoe","house",24.9268593554386,0
"sub-03",2,"shoe","house",25.7555378778514,0
"sub-03",3,"shoe","house",27.4938121698382,0
"sub-03",4,"shoe","house",26.715812706463,0
"sub-03",5,"shoe","house",25.9451668909504,0
"sub-03",6,"shoe","house",27.0920314672169,0
"sub-03",7,"shoe","house",26.8356338881264,0
"sub-03",1,"shoe","chair",27.8323177881244,0
"sub-03",2,"shoe","chair",37.5863312736119,0
"sub-03",3,"shoe","chair",26.0464682194193,0
"sub-03",4,"shoe","chair",16.5379673798927,0
"sub-03",5,"shoe","chair",23.7360001444657,0
"sub-03",6,"shoe","chair",24.5665238532806,0
"sub-03",7,"shoe","chair",23.4724551643628,0
"sub-03",1,"shoe","shoe",25.4175753329448,1
"sub-03",2,"shoe","shoe",20.6945541710152,1
"sub-03",3,"shoe","shoe",21.8218919718963,1
"sub-03",4,"shoe","shoe",23.6264959275951,1
"sub-03",5,"shoe","shoe",32.3160373106437,1
"sub-03",6,"shoe","shoe",27.6345035385835,1
"sub-03",7,"shoe","shoe",25.2919021492619,1
"sub-04",1,"cat","cat",22.770283699829,1
"sub-04",2,"cat","cat",26.5085278929089,1
"sub-04",3,"cat","cat",25.4421134019222,1
"sub-04",4,"cat","cat",21.1012208716737,1
"sub-04",5,"cat","cat",28.2745233352393,1
"sub-04",6,"cat","cat",21.1031331092521,1
"sub-04",7,"cat","cat",24.4312087989842,1
"sub-04",1,"cat","face",27.6284178665523,0
"sub-04",2,"cat","face",17.9642871531645,0
"sub-04",3,"cat","face",27.7837482286058,0
"sub-04",4,"cat","face",32.177589480987,0
"sub-04",5,"cat","face",21.827439707085,0
"sub-04",6,"cat","face",25.7629169308028,0
"sub-04",7,"cat","face",23.2474227765929,0
"sub-04",1,"cat","shoe",22.919852563188,0
"sub-04",2,"cat","shoe",22.069530207115,0
"sub-04",3,"cat","shoe",24.9687026019656,0
"sub-04",4,"cat","shoe",21.8021976367574,0
"sub-04",5,"cat","shoe",25.7828660336044,0
"sub-04",6,"cat","shoe",23.6335211843996,0
"sub-04",7,"cat","shoe",27.1346384031175,0
"sub-04",1,"cat","chair",28.8699984934566,0
"sub-04",2,"cat","chair",18.8490167612704,0
"sub-04",3,"cat","chair",21.6528186180227,0
"sub-04",4,"cat","chair",25.2875981640729,0
"sub-04",5,"cat","chair",25.0254558039651,0
"sub-04",6,"cat","chair",23.9283417518429,0
"sub-04",7,"cat","chair",19.2584644015975,0
"sub-04",1,"cat","house",21.7016795022743,0
"sub-04",2,"cat","house",19.5080089841277,0
"sub-04",3,"cat","house",27.2195614035811,0
"sub-04",4,"cat","house",18.0799824864247,0
"sub-04",5,"cat","house",17.9546008250172,0
"sub-04",6,"cat","house",23.6287008457788,0
"sub-04",7,"cat","house",24.6659159149862,0
"sub-04",1,"chair","cat",25.0993891912362,0
"sub-04",2,"chair","cat",19.2533939080323,0
"sub-04",3,"chair","cat",28.8456957779426,0
"sub-04",4,"chair","cat",23.2613483953783,0
"sub-04",5,"chair","cat",27.1943442126776,0
