"id","stim","seq_tr","mean_probability"
"sub-08","cat",4,0.35660130332675
"sub-08","cat",5,0.258876253672169
"sub-08","cat",6,0.0935515052093446
"sub-08","cat",7,0.0751222346458149
"sub-08","chair",1,0.0645553816831688
"sub-08","chair",2,0.140554821061447
"sub-08","chair",3,0.305573625099585
"sub-08","chair",4,0.286624293623917
"sub-08","chair",5,0.190646513870955
"sub-08","chair",6,0.149618713402772
"sub-08","chair",7,0.112049966007667
"sub-08","face",1,0.0855613010329883
"sub-08","face",2,0.0985568456147126
"sub-08","face",3,0.276925568609378
"sub-08","face",4,0.343684865210166
"sub-08","face",5,0.224155957616738
"sub-08","face",6,0.0751030381464
"sub-08","face",7,0.0821406946300898
"sub-08","house",1,0.0619929656175832
"sub-08","house",2,0.108237680272163
"sub-08","house",3,0.293262139591778
"sub-08","house",4,0.478234545753212
"sub-08","house",5,0.3023927774125
"sub-08","house",6,0.0729075125661011
"sub-08","house",7,0.102053223335183
"sub-08","shoe",1,0.0708805880725156
"sub-08","shoe",2,0.11872550767966
"sub-08","shoe",3,0.265421639692067
"sub-08","shoe",4,0.324832623476205
"sub-08","shoe",5,0.180438813669396
"sub-08","shoe",6,0.141184930968516
"sub-08","shoe",7,0.109324783956443
"sub-09","cat",1,0.100151184165485
"sub-09","cat",2,0.157444890299089
"sub-09","cat",3,0.492950018883282
"sub-09","cat",4,0.658631053628493
"sub-09","cat",5,0.335971193173732
"sub-09","cat",6,0.0927527840871186
"sub-09","cat",7,0.0788114880979749
"sub-09","chair",1,0.113609475633904
"sub-09","chair",2,0.117777626193687
"sub-09","chair",3,0.326323460644682
"sub-09","chair",4,0.567631918141988
"sub-09","chair",5,0.300829179313583
"sub-09","chair",6,0.0573886434126596
"sub-09","chair",7,0.0690876638632091
"sub-09","face",1,0.0405469256279317
"sub-09","face",2,0.175722392469649
"sub-09","face",3,0.457746246992344
"sub-09","face",4,0.669774693102082
"sub-09","face",5,0.372202010146846
"sub-09","face",6,0.109117594855094
"sub-09","face",7,0.0818637344275195
"sub-09","house",1,0.0937539961944011
"sub-09","house",2,0.16708848915235
"sub-09","house",3,0.585840189425919
"sub-09","house",4,0.747158531754114
"sub-09","house",5,0.290081897125939
"sub-09","house",6,0.0903680251639804
"sub-09","house",7,0.045857466737329
"sub-09","shoe",1,0.050241162967463
"sub-09","shoe",2,0.136908304181091
"sub-09","shoe",3,0.42927086546425
"sub-09","shoe",4,0.559982327540658
"sub-09","shoe",5,0.286029613600208
"sub-09","shoe",6,0.0741496177883195
"sub-09","shoe",7,0.0796049745335281
"sub-10","cat",1,0.0920107707061843
"sub-10","cat",2,0.103768095739601
"sub-10","cat",3,0.317154277464567
"sub-10","cat",4,0.502934752449137
"sub-10","cat",5,0.420412138207248
"sub-10","cat",6,0.213368261524093
"sub-10","cat",7,0.119488178252555
"sub-10","chair",1,0.104172537838306
"sub-10","chair",2,0.146526325846291
"sub-10","chair",3,0.267485591334773
"sub-10","chair",4,0.386704868326205
"sub-10","chair",5,0.381645887906636
"sub-10","chair",6,0.230951268095003
"sub-10","chair",7,0.183198068891614
"sub-10","face",1,0.0710151904859829
"sub-10","face",2,0.0863676321505949
"sub-10","face",3,0.22605109481751
"sub-10","face",4,0.479101000718192
"sub-10","face",5,0.454614946575027
"sub-10","face",6,0.216541289406552
"sub-10","face",7,0.120812804856709
"sub-10","house",1,0.0607211158406616
"sub-10","house",2,0.095132787527776
"sub-10","house",3,0.306466308983082
"sub-10","house",4,0.546468517155534
"sub-10","house",5,0.502701854743253
"sub-10","house",6,0.267907368305709
"sub-10","house",7,0.127714403854927
"sub-10","shoe",1,0.0445425250203802
"sub-10","shoe",2,0.0891396891605593
"sub-10","shoe",3,0.27765519336855
"sub-10","shoe",4,0.460545034718246
"sub-10","shoe",5,0.345260716701791
"sub-10","shoe",6,0.223954115049213
"sub-10","shoe",7,0.134620194391327
"sub-11","cat",1,0.0949379649733814
"sub-11","cat",2,0.138583812846731
"sub-11","cat",3,0.390441002286121
"sub-11","cat",4,0.510607950313851
"sub-11","cat",5,0.280749190892358
"sub-11","cat",6,0.130865228316937
"sub-11","cat",7,0.103087768642847
"sub-11","chair",1,0.120731674588828
"sub-11","chair",2,0.118005469751869
"sub-11","chair",3,0.366397175187533
"sub-11","chair",4,0.467702783467158
"sub-11","chair",5,0.251123011210556
"sub-11","chair",6,0.136199031392713
"sub-11","chair",7,0.0999736183335243
"sub-11","face",1,0.112099369450434
"sub-11","face",2,0.216869667323456
"sub-11","face",3,0.357215730614775
"sub-11","face",4,0.499563345554847
"sub-11","face",5,0.275856138736032
"sub-11","face",6,0.108616612659916
"sub-11","face",7,0.113527533568423
"sub-11","house",1,0.0865959547652227
"sub-11","house",2,0.128853747628692
"sub-11","house",3,0.426086687522192
"sub-11","house",4,0.529222989790046
"sub-11","house",5,0.309962931062221
"sub-11","house",6,0.163013511411196
"sub-11","house",7,0.0920469139037486
"sub-11","shoe",1,0.116176346673988
"sub-11","shoe",2,0.148007413959387
"sub-11","shoe",3,0.315293973792922
"sub-11","shoe",4,0.378547733415054
"sub-11","shoe",5,0.283371982988814
"sub-11","shoe",6,0.128899086837858
"sub-11","shoe",7,0.10800980371361
"sub-12","cat",1,0.0575639502803595
"sub-12","cat",2,0.0861549271585734
"sub-12","cat",3,0.341510697530477
"sub-12","cat",4,0.478575770110677
"sub-12","cat",5,0.320282125171146
"sub-12","cat",6,0.157502984544774
"sub-12","cat",7,0.0811945245966256
"sub-12","chair",1,0.0731499209501301
"sub-12","chair",2,0.140820483314632
"sub-12","chair",3,0.432205232659601
"sub-12","chair",4,0.391959485020179
"sub-12","chair",5,0.264792437217153
"sub-12","chair",6,0.225191127545188
"sub-12","chair",7,0.116560883325797
