"tITI","t","trial_start","mean_slope","sem_upper","sem_lower"
"32 ms",44,0,0.00792697344580532,0.0241489062564335,-0.00829495936482288
"32 ms",45,0,0.0081391990599741,0.023621875231712,-0.0073434771117638
"32 ms",46,0,0.0272372505821631,0.0431971141967962,0.0112773869675301
"32 ms",47,0,0.00483998991135525,0.0188975309246805,-0.00921755110196999
"32 ms",48,0,0.00578831398917328,0.0162158521485294,-0.00463922417018285
"32 ms",49,1,-0.00449482811808766,0.0082943049931802,-0.0172839612293555
"32 ms",50,0,0.0250822365341229,0.038325238430116,0.0118392346381298
"32 ms",51,0,-0.0179371585584939,0.00133490081858869,-0.0372092179355765
"32 ms",52,0,-0.0374156199544121,-0.0199552752160361,-0.054875964692788
"32 ms",53,0,-0.0203181062614943,-0.00739318197481486,-0.0332430305481737
"32 ms",54,0,-0.0104838115218873,0.00896989354964281,-0.0299375165934174
"32 ms",55,0,0.00857956923445782,0.0273730759266162,-0.0102139374577006
"32 ms",56,0,0.0285910528460819,0.0428216935776139,0.0143604121145499
"32 ms",57,0,0.00432108191731367,0.01934039018374,-0.0106982263491127
"32 ms",58,0,0.0449215688411416,0.06162026083793,0.0282228768443532
"32 ms",59,0,0.0132488794385274,0.0241701086844423,0.00232765019261252
"32 ms",60,0,0.0230360814271598,0.0360241885209054,0.0100479743334142
"32 ms",61,1,-0.0142500224090002,0.00483152365586087,-0.0333315684738613
"32 ms",62,0,0.00932251738949162,0.0265910260151518,-0.00794599123616858
"32 ms",63,0,-0.0262821035761496,-0.00950327479302717,-0.0430609323592721
"32 ms",64,0,-0.00694632381292031,0.00704045682604326,-0.0209331044518839
"32 ms",65,0,-0.0135619024154516,0.00293263520493631,-0.0300564400358395
"32 ms",66,0,-0.0108485127210993,0.0068615725105173,-0.0285585979527159
"32 ms",67,0,0.0178006220715664,0.0315038072120089,0.00409743693112394
"32 ms",68,0,0.0278080441687908,0.0419977175337375,0.0136183708038441
"32 ms",69,0,-0.00323473907891146,0.0076505762977726,-0.0141200544555955
"32 ms",70,0,-0.0123141985717551,-0.00168376651536856,-0.0229446306281416
"32 ms",71,0,-0.0134971389776208,-0.00196085075082069,-0.0250334272044208
"32 ms",72,0,0.0157989473079077,0.0301449878266902,0.00145290678912514
"32 ms",73,1,0.0227257920284845,0.035875735868604,0.0095758481883649
"32 ms",74,0,0.038753298180351,0.0526243989157105,0.0248821974449914
"32 ms",75,0,-0.00972157618580732,0.00676373996894268,-0.0262068923405573
"32 ms",76,0,-0.0392278923318136,-0.0246203845333009,-0.0538354001303263
"32 ms",77,0,-0.0245529523165168,-0.00907829880535753,-0.040027605827676
"32 ms",78,0,-0.0218763455997802,-0.00369150634603225,-0.0400611848535282
"32 ms",79,0,-0.0117572463489565,0.00340355541666238,-0.0269180481145755
"32 ms",80,0,-0.00774438666359707,0.00672039519194858,-0.0222091685191427
"32 ms",81,0,-0.00855727740093435,0.00497344600663259,-0.0220880008085013
"32 ms",82,0,-0.0118502572042733,0.002359300810648,-0.0260598152191946
"32 ms",83,0,0.00415124207203201,0.0166228443507276,-0.00832036020666358
"32 ms",84,0,0.023104326085796,0.0400275043510108,0.00618114782058121
"32 ms",85,1,0.0135312788252174,0.02699322325441,6.93343960247571e-05
"32 ms",86,0,0.0401167690978112,0.055426121608192,0.0248074165874304
"32 ms",87,0,-0.000451159403735924,0.0173629694670774,-0.0182652882745493
"32 ms",88,0,-0.00374337490318242,0.0129793642173814,-0.0204661140237462
"32 ms",89,0,-0.0170892930782677,-0.00465701205173108,-0.0295215741048043
"32 ms",90,0,0.003727433105448,0.0153632145651447,-0.0079083483542487
"32 ms",91,0,0.0134797221867796,0.0273627978829135,-0.000403353509354347
"32 ms",92,0,0.00460793556239476,0.0197046322795992,-0.0104887611548097
"32 ms",93,0,-0.00940525936134743,0.00582395698970272,-0.0246344757123976
"32 ms",94,0,0.00158566031682245,0.0172762495740643,-0.0141049289404194
"32 ms",95,0,-0.0123266080725813,0.00467086843986381,-0.0293240845850264
"32 ms",96,0,0.0132018482220959,0.0249361564220086,0.00146754002218331
"32 ms",97,1,-0.00396111135199178,0.00992037088148373,-0.0178425935854673
"32 ms",98,0,0.0117496914623914,0.0304855087964183,-0.00698612587163551
"32 ms",99,0,0.0164177969489379,0.0333701780776277,-0.000534584179751937
"32 ms",100,0,-0.0125683504522975,0.00402376204583556,-0.0291604629504306
"32 ms",101,0,-0.00533596719470389,0.00840347443848727,-0.019075408827895
"32 ms",102,0,-0.00732721743799726,0.00672550799394123,-0.0213799428699358
"32 ms",103,0,-0.00679425819770032,0.00406967114337355,-0.0176581875387742
"32 ms",104,0,-0.000717977676183012,0.0118070277024131,-0.0132429830547791
"32 ms",105,0,0.00607393531885216,0.0195754555406026,-0.0074275849028983
"32 ms",106,0,0.00570565584632148,0.0174757008707184,-0.00606438917807544
"32 ms",107,0,-0.0124369494707674,-0.00162673878628835,-0.0232471601552465
"32 ms",108,0,-0.0109544591605136,0.00485378173553512,-0.0267627000565622
"32 ms",109,1,0.0156687780573126,0.02770432706363,0.00363322905099518
"32 ms",110,0,0.0206108001534959,0.0364629800255946,0.00475862028139722
"32 ms",111,0,0.00138723140680847,0.017353301945045,-0.0145788391314281
"32 ms",112,0,0.00869843149650189,0.0191231466732995,-0.00172628368029568
"32 ms",113,0,-0.00561688551383031,0.00671331904414803,-0.0179470900718086
"32 ms",114,0,-0.00425165914154947,0.00964523930262723,-0.0181485575857262
"32 ms",115,0,-0.00257590680556387,0.0124777779680093,-0.017629591579137
"32 ms",116,0,0.00188763663926401,0.0144531408552505,-0.0106778675767225
"32 ms",117,0,0.00681693219942304,0.022337496763475,-0.00870363236462889
"32 ms",118,0,0.0021131431602516,0.0157766540121051,-0.0115503676916019
"32 ms",119,0,-0.0213936311910369,-0.0112114321632194,-0.0315758302188545
"32 ms",120,0,0.0125030424876969,0.0249669574190318,3.91275563618679e-05
"32 ms",121,1,0.020248333214857,0.033772150440604,0.00672451598911008
"32 ms",122,0,0.0204138864603308,0.0345228039898469,0.00630496893081465
"32 ms",123,0,0.0233075814359568,0.0376985077107023,0.00891665516121125
"32 ms",124,0,0.0144211870833263,0.0300551066258546,-0.00121273245920213
"32 ms",125,0,0.00331886946256896,0.0157361468170268,-0.00909840789188886
"32 ms",126,0,-0.00611369452532379,0.00619351830382543,-0.018420907354473
"32 ms",127,0,0.0118864826162257,0.0215041765037143,0.00226878872873716
"32 ms",128,0,-0.000590737989440131,0.00873271969638018,-0.00991419567526045
"32 ms",129,0,-0.00340034463420086,0.00622141749781594,-0.0130221067662177
"32 ms",130,0,0.0072533737912719,0.0208874464314111,-0.00638069884886734
"32 ms",131,0,0.0221463227510545,0.0347085264624649,0.00958411903964414
"32 ms",132,0,-0.000743901323929673,0.0134515116905958,-0.0149393143384552
"32 ms",133,1,0.0119770166644007,0.0263850042269647,-0.00243097089816318
"32 ms",134,0,-0.0238342735668507,-0.0104409165496885,-0.037227630584013
"32 ms",135,0,-0.0372922977189468,-0.0238963867860632,-0.0506882086518304
"32 ms",136,0,0.000951832767028348,0.0153051803170156,-0.0134015147829589
"32 ms",137,0,0.0163373127212317,0.0287333062800577,0.00394131916240576
"32 ms",138,0,0.0203669818603251,0.0342108973803848,0.00652306634026528
"32 ms",139,0,0.000591476401298374,0.0133601265068041,-0.0121771737042073
"32 ms",140,0,0.0189875687268755,0.0341072046622912,0.00386793279145986
"32 ms",141,0,-0.00202032718539394,0.00758343953259969,-0.0116240939033876
"32 ms",142,0,-0.00258171516223022,0.00865568589179947,-0.0138191162162599
"32 ms",143,0,-0.0139212228276007,-0.000743749545328938,-0.0270986961098724
"32 ms",144,0,-0.00306996648197718,0.0100178146740685,-0.0161577476380228
"32 ms",145,1,0.0104724777394301,0.0256029244417666,-0.00465796896290633
"32 ms",146,0,-0.00298407701129858,0.0111963404638047,-0.0171644944864018
"32 ms",147,0,-0.00736090590494357,0.011954156905321,-0.0266759687152082
"32 ms",148,0,-0.0107333581067651,0.00505586540377028,-0.0265225816173005
"32 ms",149,0,-0.0220785120030175,-0.0085972954800345,-0.0355597285260005
"32 ms",150,0,-0.0196445047604491,-0.0031886230058923,-0.0361003865150059
"32 ms",151,0,0.0161055907698424,0.030780861334904,0.00143032020478087
"32 ms",152,0,0.0184587512371317,0.0333817626672949,0.00353573980696852
"32 ms",153,0,0.00679375107957475,0.0206316583092671,-0.00704415615011758
"32 ms",154,0,-0.00511042074015746,0.00708151939599808,-0.017302360876313
"32 ms",155,0,0.00612670810441233,0.0204087348196658,-0.00815531861084111
"32 ms",156,0,-0.0076565894013335,0.0082835568337941,-0.0235967356364611
"32 ms",157,1,-0.020512875493166,-0.0107048540752345,-0.0303208969110975
"32 ms",158,0,-0.00640070584405682,0.0072527179858408,-0.0200541296739545
"32 ms",159,0,0.013444278390855,0.0296948758199325,-0.00280631903822248
"32 ms",160,0,-0.0207401061553853,-0.00856969987761838,-0.0329105124331521
"32 ms",161,0,-0.0106265590261792,0.00548315668053514,-0.0267362747328935
"32 ms",162,0,-0.0255478380532256,-0.010728357918614,-0.0403673181878371
