"id","tITI","period_short","zone","mean_step"
"sub-33","0.032","bwd","early",0.4
"sub-33","0.032","bwd","late",-0.266666666666667
"sub-33","0.064","fwd","early",0.2
"sub-33","0.064","fwd","late",-0.2
"sub-33","0.064","bwd","early",0.333333333333333
"sub-33","0.064","bwd","late",0.0666666666666667
"sub-33","0.128","fwd","early",-0.266666666666667
"sub-33","0.128","fwd","late",0.666666666666667
"sub-33","0.128","bwd","early",0.266666666666667
"sub-33","0.128","bwd","late",-0.0666666666666667
"sub-33","0.512","fwd","early",0.133333333333333
"sub-33","0.512","fwd","late",0.333333333333333
"sub-33","0.512","bwd","early",0.133333333333333
"sub-33","0.512","bwd","late",-0.0666666666666667
"sub-33","2.048","fwd","early",-0.266666666666667
"sub-33","2.048","fwd","late",0.5
"sub-33","2.048","bwd","early",-0.0333333333333333
"sub-33","2.048","bwd","late",-0.0333333333333333
"sub-34","0.032","fwd","early",-0.533333333333333
"sub-34","0.032","fwd","late",-0.0666666666666667
"sub-34","0.032","bwd","early",-0.6
"sub-34","0.032","bwd","late",1.6
"sub-34","0.064","fwd","early",-0.4
"sub-34","0.064","fwd","late",-0.666666666666667
"sub-34","0.064","bwd","early",-0.266666666666667
"sub-34","0.064","bwd","late",0
"sub-34","0.128","fwd","early",0.266666666666667
"sub-34","0.128","fwd","late",-0.4
"sub-34","0.128","bwd","early",-0.333333333333333
"sub-34","0.128","bwd","late",0.2
"sub-34","0.512","fwd","early",0
"sub-34","0.512","fwd","late",1.06666666666667
"sub-34","0.512","bwd","early",-0.0666666666666667
"sub-34","0.512","bwd","late",-0.8
"sub-34","2.048","fwd","early",-0.233333333333333
"sub-34","2.048","fwd","late",0.0333333333333333
"sub-34","2.048","bwd","early",0.433333333333333
"sub-34","2.048","bwd","late",-0.333333333333333
"sub-35","0.032","fwd","early",0
"sub-35","0.032","fwd","late",0.2
"sub-35","0.032","bwd","early",0.666666666666667
"sub-35","0.032","bwd","late",-0.466666666666667
"sub-35","0.064","fwd","early",-0.266666666666667
"sub-35","0.064","fwd","late",0.133333333333333
"sub-35","0.064","bwd","early",0.6
"sub-35","0.064","bwd","late",0.4
"sub-35","0.128","fwd","early",0.533333333333333
"sub-35","0.128","fwd","late",-0.2
"sub-35","0.128","bwd","early",-0.666666666666667
"sub-35","0.128","bwd","late",0.2
"sub-35","0.512","fwd","early",-0.933333333333333
"sub-35","0.512","fwd","late",0
"sub-35","0.512","bwd","early",0.2
"sub-35","0.512","bwd","late",0.933333333333333
"sub-35","2.048","fwd","early",-0.6
"sub-35","2.048","fwd","late",0.0666666666666667
"sub-35","2.048","bwd","early",0.433333333333333
"sub-35","2.048","bwd","late",-0.3
"sub-36","0.032","fwd","early",-0.4
"sub-36","0.032","fwd","late",0
"sub-36","0.032","bwd","early",0.266666666666667
"sub-36","0.032","bwd","late",-0.866666666666667
"sub-36","0.064","fwd","early",0.0666666666666667
"sub-36","0.064","fwd","late",0.133333333333333
"sub-36","0.064","bwd","early",0.333333333333333
"sub-36","0.064","bwd","late",-0.2
"sub-36","0.128","fwd","early",0.866666666666667
"sub-36","0.128","fwd","late",-1.06666666666667
"sub-36","0.128","bwd","early",0.266666666666667
"sub-36","0.128","bwd","late",0.0666666666666667
"sub-36","0.512","fwd","early",-0.266666666666667
"sub-36","0.512","fwd","late",0.133333333333333
"sub-36","0.512","bwd","early",0.333333333333333
"sub-36","0.512","bwd","late",-0.0666666666666667
"sub-36","2.048","fwd","early",-0.2
"sub-36","2.048","fwd","late",0.466666666666667
"sub-36","2.048","bwd","early",0.2
"sub-36","2.048","bwd","late",-0.7
"sub-38","0.032","fwd","early",-0.266666666666667
"sub-38","0.032","fwd","late",0.133333333333333
"sub-38","0.032","bwd","early",-0.4
"sub-38","0.032","bwd","late",-0.4
"sub-38","0.064","fwd","early",0.2
"sub-38","0.064","fwd","late",-0.266666666666667
"sub-38","0.064","bwd","early",0.2
"sub-38","0.064","bwd","late",0
"sub-38","0.128","fwd","early",-0.266666666666667
"sub-38","0.128","fwd","late",0
"sub-38","0.128","bwd","early",0.533333333333333
"sub-38","0.128","bwd","late",-0.133333333333333
"sub-38","0.512","fwd","early",-0.2
"sub-38","0.512","fwd","late",0.4
"sub-38","0.512","bwd","early",0.333333333333333
"sub-38","0.512","bwd","late",0.133333333333333
"sub-38","2.048","fwd","early",-0.4
"sub-38","2.048","fwd","late",0.466666666666667
"sub-38","2.048","bwd","early",0.466666666666667
"sub-38","2.048","bwd","late",-0.266666666666667
"sub-39","0.032","fwd","early",-0.266666666666667
"sub-39","0.032","fwd","late",0.333333333333333
"sub-39","0.032","bwd","early",-0.2
"sub-39","0.032","bwd","late",-0.333333333333333
"sub-39","0.064","fwd","early",0.533333333333333
"sub-39","0.064","fwd","late",0.466666666666667
"sub-39","0.064","bwd","early",-0.333333333333333
"sub-39","0.064","bwd","late",0.533333333333333
"sub-39","0.128","fwd","early",1.2
"sub-39","0.128","fwd","late",-0.333333333333333
"sub-39","0.128","bwd","early",-0.666666666666667
"sub-39","0.128","bwd","late",0.533333333333333
"sub-39","0.512","fwd","early",0.4
"sub-39","0.512","fwd","late",0.8
"sub-39","0.512","bwd","early",-0.0666666666666667
"sub-39","0.512","bwd","late",-0.533333333333333
"sub-39","2.048","fwd","early",-0.433333333333333
"sub-39","2.048","fwd","late",0.433333333333333
"sub-39","2.048","bwd","early",0.366666666666667
"sub-39","2.048","bwd","late",-0.7
