"tITI","freq_bins_smooth","mean_spec","sem_upper","sem_lower"
"Rest Post S1",0.0965589887640449,1.53204600863333,1.57919233776425,1.48489967950241
"Rest Post S1",0.0972612359550562,1.51483603644006,1.56292450869575,1.46674756418437
"Rest Post S1",0.0979634831460674,1.49569776604387,1.54212125015884,1.44927428192891
"Rest Post S1",0.0986657303370786,1.47610352212446,1.52203517128435,1.43017187296457
"Rest Post S1",0.0993679775280899,1.46448721242057,1.50821662837133,1.4207577964698
"Rest Post S1",0.100070224719101,1.46358452487516,1.5095001618407,1.41766888790963
"Rest Post S1",0.100772471910112,1.43319461394947,1.47804840436464,1.3883408235343
"Rest Post S1",0.101474719101124,1.4305081746818,1.47346042266845,1.38755592669515
"Rest Post S1",0.102176966292135,1.42305444847613,1.46673954720044,1.37936934975182
"Rest Post S1",0.102879213483146,1.39669239053586,1.44027208859833,1.35311269247338
"Rest Post S1",0.103581460674157,1.3773951434209,1.41951340212898,1.33527688471281
"Rest Post S1",0.104283707865169,1.38551324867735,1.42753555722505,1.34349094012965
"Rest Post S1",0.10498595505618,1.38878194635759,1.43233050754798,1.3452333851672
"Rest Post S1",0.105688202247191,1.38258323183397,1.42883861382362,1.33632784984433
"Rest Post S1",0.106390449438202,1.38210812164049,1.4300258291621,1.33419041411888
"Rest Post S1",0.107092696629213,1.38832783528516,1.43518954250293,1.34146612806739
"Rest Post S1",0.107794943820225,1.39029615266786,1.43792917969143,1.3426631256443
"Rest Post S1",0.108497191011236,1.39194233507712,1.43784526465452,1.34603940549971
"Rest Post S1",0.109199438202247,1.38565647484057,1.43270025835492,1.33861269132622
"Rest Post S1",0.109901685393258,1.38243370168925,1.429766571643,1.33510083173551
"Rest Post S1",0.11060393258427,1.37381134825644,1.42282437579279,1.3247983207201
"Rest Post S1",0.111306179775281,1.35110189851959,1.39901286705067,1.3031909299885
"Rest Post S1",0.112008426966292,1.3423568160309,1.3879875859742,1.2967260460876
"Rest Post S1",0.112710674157303,1.33476146305175,1.3801501405916,1.2893727855119
